kilo-Electron Volt [keV],Counts
8.451,26.111
8.461,41.296
8.471,38.482
8.481,53.668
8.491,14.854
8.501,34.015
8.511,18.176
8.521,33.337
8.531,28.497
8.541,52.658
8.551,48.819
8.561,28.98
8.571,30.141
8.581,55.302
8.591,25.462
8.601,49.623
8.611,30.784
8.621,33.945
8.631,19.106
8.641,33.266
8.651,23.427
8.661,18.588
8.671,55.749
8.681,39.91
8.691,44.07
8.701,28.231
8.711,40.392
8.721,25.553
8.731,20.714
8.741,32.874
8.751,37.035
8.761,34.196
8.771,26.357
8.781,19.518
8.791,38.678
8.801,24.839
8.811,31
8.821,27.166
8.831,31.332
8.841,46.497
8.851,39.663
8.861,43.829
8.871,10.995
8.881,26.111
8.891,37.226
8.901,47.347
8.911,26.467
8.921,26.588
8.931,22.709
8.941,30.829
8.951,41.95
8.961,44.07
8.971,33.191
8.981,46.312
8.991,27.442
9.001,40.573
9.011,36.704
9.021,33.834
9.031,29.965
9.041,27.095
9.051,35.226
9.061,46.357
9.071,55.487
9.081,32.618
9.091,16.749
9.101,33.879
9.111,35.01
9.121,33.141
9.131,24.271
9.141,24.402
9.151,37.533
9.161,41.663
9.171,30.794
9.181,47.925
9.191,23.055
9.201,39.186
9.211,19.317
9.221,33.447
9.231,19.578
9.241,31.709
9.251,36.839
9.261,25.97
9.271,43.101
9.281,40.231
9.291,30.362
9.301,53.492
9.311,30.668
9.321,27.844
9.331,17.02
9.341,24.196
9.351,22.372
9.361,35.548
9.371,19.724
9.381,29.899
9.391,43.075
9.401,26.251
9.411,15.427
9.421,32.588
9.431,34.749
9.441,15.91
9.451,28.07
9.461,29.231
9.471,17.392
9.481,24.553
9.491,31.714
9.501,46.874
9.511,37.035
9.521,31.196
9.531,29.357
9.541,29.518
9.551,49.678
9.561,19.839
9.571,36
9.581,22.176
9.591,36.352
9.601,15.528
9.611,28.688
9.621,32.849
9.631,32.01
9.641,40.171
9.651,35.332
9.661,24.492
9.671,24.653
9.681,34.814
9.691,18.975
9.701,17.136
9.711,33.296
9.721,38.457
9.731,25.618
9.741,21.779
9.751,26.94
9.761,35.101
9.771,31.261
9.781,34.422
9.791,29.583
9.801,24.744
9.811,24.905
9.821,22.065
9.831,21.226
9.841,27.387
9.851,28.548
9.861,32.709
9.871,26.869
9.881,29.03
9.891,13.191
9.901,31.317
9.911,33.442
9.921,19.568
9.931,32.693
9.941,25.819
9.951,22.96
9.961,24.101
9.971,28.241
9.981,35.382
9.991,32.523
10.001,11.663
10.011,39.789
10.021,22.915
10.031,45.04
10.041,29.166
10.051,33.291
10.061,32.417
10.071,45.543
10.081,17.668
10.091,32.794
10.101,29.92
10.111,34.045
10.121,29.171
10.131,20.296
10.141,7.4221
10.151,34.518
10.161,34.613
10.171,14.709
10.181,19.804
10.191,18.899
10.201,36.995
10.211,30.09
10.221,23.186
10.231,38.281
10.241,27.377
10.251,13.472
10.261,29.568
10.271,23.663
10.281,19.759
10.291,25.854
10.301,20.95
10.311,32.045
10.321,27.141
10.331,23.236
10.341,13.332
10.351,40.427
10.361,29.523
10.371,29.618
10.381,30.714
10.391,31.809
10.401,26.905
10.411,17
10.421,28.095
10.431,19.191
10.441,29.302
10.451,18.412
10.461,15.523
10.471,36.633
10.481,24.744
10.491,23.854
10.501,22.965
10.511,26.075
10.521,11.186
10.531,15.296
10.541,37.407
10.551,32.518
10.561,28.628
10.571,42.739
10.581,31.849
10.591,31.96
10.601,32.07
10.611,28.181
10.621,29.291
10.631,19.402
10.641,26.513
10.651,23.623
10.661,29.734
10.671,26.844
10.681,13.955
10.691,30.065
10.701,26.176
10.711,21.286
10.721,29.397
10.731,23.508
10.741,25.618
10.751,27.729
10.761,17.889
10.771,26.05
10.781,22.211
10.791,30.372
10.801,13.533
10.811,16.688
10.821,19.844
10.831,29
10.841,22.156
10.851,20.312
10.861,26.467
10.871,33.623
10.881,13.779
10.891,25.93
10.901,27.08
10.911,22.231
10.921,33.382
10.931,16.533
10.941,31.683
10.951,15.834
10.961,30.985
10.971,13.136
10.981,20.276
10.991,30.417
11.001,26.558
11.011,42.698
11.021,34.839
11.031,18.98
11.041,19.121
11.051,24.261
11.061,24.402
11.071,18.543
11.081,33.683
11.091,18.824
11.101,18.965
11.111,34.106
11.121,31.246
11.131,25.387
11.141,34.528
11.151,27.668
11.161,31.809
11.171,29.95
11.181,21.09
11.191,32.231
11.201,33.372
11.211,26.513
11.221,19.653
11.231,29.794
11.241,19.935
11.251,21.075
11.261,24.216
11.271,26.357
11.281,25.497
11.291,8.6382
11.301,45.734
11.311,20.829
11.321,24.925
11.331,15.02
11.341,29.116
11.351,14.211
11.361,35.307
11.371,21.402
11.381,32.497
11.391,26.593
11.401,33.688
11.411,15.784
11.421,17.879
11.431,25.975
11.441,24.07
11.451,20.166
11.461,37.261
11.471,40.357
11.481,25.452
11.491,27.548
11.501,27.643
11.511,26.739
11.521,23.834
11.531,28.93
11.541,31.025
11.551,37.121
11.561,8.2161
11.571,40.296
11.581,39.377
11.591,25.457
11.601,13.538
11.611,22.618
11.621,34.698
11.631,18.779
11.641,24.859
11.651,31.94
11.661,43.02
11.671,25.101
11.681,31.181
11.691,25.261
11.701,17.342
11.711,21.422
11.721,13.503
11.731,27.583
11.741,25.663
11.751,10.744
11.761,26.824
11.771,21.905
11.781,32.985
11.791,23.065
11.801,22.146
11.811,30.226
11.821,17.307
11.831,20.387
11.841,25.467
11.851,27.548
11.861,15.628
11.871,11.709
11.881,29.789
11.891,13.869
11.901,34.95
11.911,17.06
11.921,31.171
11.931,8.2814
11.941,25.377
11.951,33.472
11.961,32.568
11.971,19.663
11.981,20.759
11.991,21.854
12.001,26.95
12.011,26.045
12.021,30.141
12.031,22.236
12.041,16.332
12.051,31.427
12.061,20.523
12.071,11.618
12.081,15.714
12.091,13.809
12.101,24.905
12.111,29
12.121,25.095
12.131,23.191
12.141,25.286
12.151,23.382
12.161,20.477
12.171,13.573
12.181,25.668
12.191,25.764
12.201,36.859
12.211,30.955
12.221,28.05
12.231,17.146
12.241,27.241
12.251,20.337
12.261,23.432
12.271,29.528
12.281,22.623
12.291,24.719
12.301,17.814
12.311,20.91
12.321,34.005
12.331,35.101
12.341,25.196
12.351,29.291
12.361,22.392
12.371,22.492
12.381,13.593
12.391,18.693
12.401,23.794
12.411,23.894
12.421,9.995
12.431,12.08
12.441,18.166
12.451,32.251
12.461,15.337
12.471,17.422
12.481,41.508
12.491,13.593
12.501,21.678
12.511,19.764
12.521,21.849
12.531,21.935
12.541,27.02
12.551,25.106
12.561,15.191
12.571,21.276
12.581,17.362
12.591,25.447
12.601,26.533
12.611,39.618
12.621,29.704
12.631,28.789
12.641,33.874
12.651,19.96
12.661,19.045
12.671,12.131
12.681,22.216
12.691,15.302
12.701,21.387
12.711,21.472
12.721,21.558
12.731,18.643
12.741,2.7286
12.751,20.764
12.761,16.809
12.771,15.854
12.781,14.899
12.791,25.945
12.801,21.99
12.811,16.035
12.821,21.08
12.831,16.126
12.841,26.171
12.851,23.216
12.861,24.261
12.871,27.307
12.881,25.352
12.891,17.397
12.901,23.442
12.911,21.487
12.921,20.533
12.931,18.578
12.941,15.623
12.951,17.668
12.961,22.714
12.971,24.759
