kilo-Electron Volt [keV],Counts
7.110,1429.8
7.120,1245.3
7.130,1060.8
7.140,919.24
7.150,805.7
7.160,565.17
7.170,500.64
7.180,357.11
7.190,286.57
7.200,207.04
7.210,153.51
7.220,132.01
7.230,112.51
7.240,71.015
7.250,81.508
7.260,69
7.270,48.477
7.280,69.849
7.290,48.221
7.300,55.588
7.310,56.955
7.320,42.322
7.330,35.653
7.340,55.95
7.350,41.246
7.360,53.543
7.370,60.839
7.380,67.136
7.390,58.432
7.400,64.729
7.410,32.025
7.420,62.291
7.430,66.558
7.440,53.824
7.450,98.09
7.460,73.357
7.470,80.623
7.480,41.889
7.490,64.156
7.500,71.422
7.510,71.688
7.520,72.955
7.530,58.221
7.540,17.487
7.550,53.663
7.560,58.93
7.570,32.196
7.580,47.462
7.590,36.729
7.600,34.995
7.610,42.261
7.620,43.528
7.630,22.794
7.640,51.06
7.650,69.327
7.660,62.593
7.670,36.859
7.680,66.126
7.690,27.392
7.700,58.658
7.710,44.925
7.720,74.191
7.730,41.457
7.740,48.724
7.750,57.99
7.760,76.256
7.770,68.523
7.780,43.789
7.790,85.055
7.800,47.322
7.810,47.588
7.820,36.854
7.830,61.121
7.840,44.387
7.850,35.653
7.860,56.92
7.870,51.186
7.880,48.452
7.890,46.719
7.900,43.985
7.910,46.251
7.920,57.518
7.930,36.784
7.940,28.05
7.950,33.317
7.960,42.583
7.970,55.849
7.980,49.116
7.990,61.382
8.000,43.648
8.010,63.915
8.020,33.181
8.030,47.447
8.040,39.714
8.050,26.98
8.060,47.226
8.070,57.472
8.080,37.719
8.090,48.965
8.100,39.211
8.110,61.457
8.120,64.704
8.130,43.95
8.140,54.196
8.150,32.442
8.160,41.688
8.170,47.935
8.180,59.181
8.190,51.427
8.200,46.673
8.210,31.01
8.220,57.347
8.230,33.683
8.240,59.02
8.250,44.357
8.260,85.693
8.270,61.03
8.280,43.367
8.290,16.704
8.300,39.955
8.310,58.206
8.320,56.457
8.330,45.709
8.340,37.96
8.350,58.211
8.360,50.462
8.370,77.714
8.380,61.965
8.390,57.216
8.400,55.467
8.410,57.719
8.420,18.97
8.430,43.216
8.440,51.462
8.450,51.709
8.460,57.955
8.470,89.201
8.480,43.447
8.490,46.693
8.500,59.94
8.510,39.186
8.520,18.432
8.530,50.663
8.540,55.894
8.550,56.126
8.560,42.357
8.570,44.588
8.580,76.819
8.590,62.05
8.600,64.281
8.610,85.513
8.620,68.744
8.630,67.975
8.640,82.206
8.650,90.437
8.660,98.668
8.670,76.899
8.680,81.131
8.690,59.362
8.700,79.593
8.710,103.82
8.720,92.055
8.730,79.286
8.740,103.52
8.750,83.749
8.760,95.98
8.770,61.211
8.780,79.442
8.790,72.673
8.800,81.905
8.810,36.136
8.820,66.367
8.830,64.598
8.840,63.829
8.850,59.06
8.860,54.291
8.870,45.523
8.880,49.754
8.890,40.985
8.900,79.216
8.910,42.447
8.920,70.678
8.930,53.91
8.940,36.141
8.950,69.372
8.960,43.603
8.970,59.834
8.980,56.065
8.990,43.296
9.000,30.528
9.010,54.774
9.020,38.02
9.030,48.266
9.040,57.513
9.050,36.759
9.060,29.005
9.070,52.241
9.080,52.477
9.090,45.714
9.100,52.95
9.110,42.186
9.120,29.422
9.130,45.653
9.140,31.894
9.150,54.136
9.160,55.377
9.170,63.618
9.180,56.859
9.190,66.101
9.200,24.342
9.210,57.548
9.220,54.754
9.230,63.96
9.240,51.166
9.250,58.372
9.260,45.578
9.270,37.784
9.280,47.99
9.290,64.196
9.300,42.402
9.310,49.608
9.320,35.814
9.330,40.02
9.340,51.226
9.350,38.432
9.360,46.638
9.370,52.844
9.380,50.05
9.390,63.256
9.400,59.462
9.410,59.668
9.420,47.874
9.430,69.08
9.440,38.286
9.450,44.492
9.460,32.698
9.470,55.905
9.480,47.111
9.490,56.317
9.500,54.523
9.510,42.729
9.520,52.935
9.530,47.141
9.540,13.347
9.550,62.462
9.560,47.583
9.570,27.704
9.580,31.824
9.590,51.945
9.600,39.065
9.610,37.186
9.620,32.307
9.630,51.427
9.640,27.548
9.650,31.668
9.660,29.789
9.670,29.91
9.680,57.03
9.690,61.151
9.700,38.271
9.710,38.392
9.720,38.523
9.730,50.653
9.740,65.784
9.750,52.915
9.760,38.045
9.770,53.176
9.780,71.307
9.790,25.437
9.800,38.568
9.810,47.698
9.820,41.829
9.830,44.96
9.840,31.09
9.850,61.221
9.860,44.352
9.870,32.482
9.880,48.613
9.890,28.744
9.900,40.874
9.910,65.005
9.920,32.136
9.930,49.302
9.940,40.467
9.950,41.633
9.960,51.799
9.970,43.965
9.980,56.131
9.990,57.296
10.000,47.462
10.010,47.628
10.020,30.824
10.030,30.02
10.040,47.216
10.050,38.412
10.060,37.608
10.070,41.804
10.080,45
10.090,26.196
10.100,43.392
10.110,44.588
10.120,51.784
10.130,40.98
10.140,46.176
10.150,27.372
10.160,33.568
10.170,32.764
10.180,37.96
10.190,5.1558
10.200,56.261
10.210,42.367
10.220,16.472
10.230,65.578
10.240,39.683
10.250,47.789
10.260,43.894
10.270,22.015
10.280,39.151
10.290,50.286
10.300,52.422
10.310,56.558
10.320,41.693
10.330,43.829
10.340,51.965
10.350,22.101
