kilo-Electron Volt [keV],Counts
12.561,51.05
12.571,31.241
12.581,19.432
12.591,24.623
12.601,32.814
12.611,55.005
12.621,54.196
12.631,64.397
12.641,37.598
12.651,35.799
12.661,44
12.671,25.201
12.681,23.402
12.691,53.603
12.701,38.804
12.711,26.005
12.721,26.206
12.731,29.407
12.741,34.608
12.751,31.809
12.761,33.01
12.771,46.211
12.781,41.447
12.791,42.683
12.801,28.92
12.811,38.156
12.821,33.392
12.831,30.628
12.841,32.864
12.851,34.101
12.861,39.337
12.871,15.573
12.881,24.769
12.891,41.965
12.901,31.161
12.911,25.357
12.921,46.553
12.931,29.749
12.941,30.945
12.951,18.141
12.961,46.337
12.971,39.533
12.981,42.729
12.991,35.925
13.001,38.121
13.012,42.317
13.022,42.513
13.032,40.709
13.042,51.905
13.052,36.101
13.062,20.296
13.072,34.492
13.082,34.688
13.092,35.884
13.102,45.08
13.112,41.276
13.122,43.472
13.132,36.668
13.142,54.864
13.152,32.06
13.162,35.256
13.172,25.452
13.182,32.648
13.192,40.844
13.202,26.04
13.212,32.236
13.222,33.432
13.232,42.628
13.242,41.824
13.252,24.02
13.262,32.216
13.272,31.412
13.282,46.608
13.292,36.804
13.302,48
13.312,29.196
13.322,43.392
13.332,44.588
13.342,29.784
13.352,46.98
13.362,38.176
13.372,32.372
13.382,49.568
13.392,41.764
13.402,34.96
13.412,29.156
13.422,34.352
13.432,33.548
13.442,35.744
13.452,48.94
13.462,38.136
13.472,32.332
13.482,39.528
13.492,45.724
13.502,27.92
13.512,38.116
13.522,34.312
13.532,41.508
13.542,53.704
13.552,40.899
13.562,37.095
13.572,27.291
13.582,27.477
13.592,41.663
13.602,38.849
13.612,19.035
13.622,33.176
13.632,33.332
13.642,32.487
13.652,38.643
13.662,29.799
13.672,41.955
13.682,32.111
13.692,36.266
13.702,48.422
13.712,38.578
13.722,57.734
13.732,28.889
13.742,38.045
13.752,39.201
13.762,26.357
13.772,24.513
13.782,29.668
13.792,42.824
13.802,34.98
13.812,28.136
13.822,28.291
13.832,40.447
13.842,9.603
13.852,27.693
13.862,22.784
13.872,30.874
13.882,33.965
13.892,46.055
13.902,27.146
13.912,27.236
13.922,35.327
13.932,41.417
13.942,19.508
13.952,28.598
13.962,24.688
13.972,19.779
13.982,52.869
13.992,30.96
14.002,36.05
14.012,33.141
14.022,31.231
14.032,21.322
14.042,28.412
14.052,31.503
14.062,33.593
14.072,41.683
14.082,21.774
14.092,34.864
14.102,20.955
14.112,42.045
14.122,30.136
14.132,29.226
14.142,45.317
14.152,22.407
14.162,37.497
14.172,29.588
14.182,28.678
14.192,26.769
14.202,39.859
14.212,25.96
14.222,45.06
14.232,27.161
14.242,24.261
14.252,38.362
14.262,27.462
14.272,42.563
14.282,21.663
14.292,31.764
14.302,38.864
14.312,31.965
14.322,55.065
14.332,29.166
14.342,53.266
14.352,37.367
14.362,20.467
14.372,30.573
14.382,25.678
14.392,35.784
14.402,20.889
14.412,8.995
14.422,24.07
14.432,41.146
14.442,30.221
14.452,18.296
14.462,30.372
14.472,21.447
14.482,22.523
14.492,29.598
14.502,17.673
14.512,41.749
14.522,31.824
14.532,34.899
14.542,35.975
14.552,25.05
14.562,35.126
14.572,20.201
14.582,38.276
14.592,20.352
14.602,35.427
14.612,8.5025
14.622,37.578
14.632,35.653
14.642,21.729
14.652,43.804
14.662,28.879
14.672,17.96
14.682,44.04
14.692,14.136
14.702,28.231
14.712,13.327
14.722,24.422
14.732,27.518
14.742,34.613
14.752,25.709
14.762,2.804
14.772,13.864
14.782,26.925
14.792,33.985
14.802,32.045
14.812,21.106
14.822,36.166
14.832,47.226
14.842,36.286
14.852,26.347
14.862,24.407
14.872,29.467
14.882,39.528
14.892,23.588
14.902,20.648
14.912,12.709
14.922,22.769
14.932,22.829
14.942,42.889
14.952,28.95
14.962,34.01
14.972,40.07
14.982,37.131
14.992,28.191
15.002,12.251
15.012,25.312
15.022,34.372
15.032,29.432
15.042,11.492
15.052,23.553
15.062,19.613
15.072,21.673
15.082,17.734
15.092,23.794
15.102,19.864
15.112,29.935
15.122,26.005
15.132,27.075
15.142,22.146
15.152,38.236
15.162,24.327
15.172,15.417
15.182,30.508
15.192,25.598
15.202,13.688
15.212,13.779
15.222,17.869
15.232,22.96
15.242,19.05
15.252,13.141
15.262,21.231
15.272,8.3216
15.282,27.412
15.292,33.503
15.302,25.593
15.312,24.683
15.322,22.774
15.332,27.864
15.342,10.955
15.352,24.045
15.362,37.136
15.372,8.2261
15.382,25.317
15.392,14.407
15.402,10.497
15.412,24.588
15.422,19.678
15.432,10.769
15.442,23.859
15.452,12.95
15.462,16.04
15.472,27.131
15.482,15.221
15.492,18.322
15.502,24.422
15.512,26.523
15.522,23.623
15.532,31.724
15.542,30.824
15.552,26.925
15.562,35.025
15.572,36.126
15.582,21.226
15.592,37.327
15.602,10.427
15.612,6.5276
15.622,18.613
15.632,25.698
15.642,33.784
15.652,20.869
15.662,30.955
15.672,25.04
15.682,23.126
15.692,19.211
15.702,27.296
15.712,37.382
15.722,22.467
15.732,23.553
15.742,30.638
15.752,27.724
15.762,32.809
15.772,17.894
15.782,14.98
15.792,31.065
15.802,23.151
15.812,38.236
15.822,21.322
15.832,27.407
15.842,16.492
15.852,29.578
15.862,20.663
15.872,21.749
15.882,16.834
15.892,14.92
15.902,36.005
15.912,29.09
15.922,20.176
15.932,32.261
15.942,24.347
15.952,19.432
15.962,23.518
15.972,22.603
15.982,29.714
15.992,36.824
16.002,32.935
16.012,16.045
16.022,41.156
16.032,21.266
16.042,41.377
16.052,34.487
16.062,47.598
16.072,35.709
16.082,34.819
16.092,46.93
16.102,19.04
16.112,23.151
16.122,32.261
16.132,50.372
16.142,25.482
16.152,31.593
16.162,30.704
16.172,25.814
16.182,34.925
16.192,10.035
16.202,24.136
16.212,32.236
16.222,20.337
16.232,25.437
16.242,13.538
16.252,21.638
16.262,21.739
16.272,10.839
16.282,13.94
16.292,36.04
16.302,26.146
16.312,16.251
16.322,11.357
16.332,20.462
16.342,26.568
16.352,10.673
16.362,20.774
16.372,26.874
16.382,20.975
16.392,22.075
16.402,37.176
16.412,14.276
16.422,13.377
16.432,23.477
16.442,18.578
16.452,16.678
16.462,16.779
16.472,18.879
16.482,15.98
16.492,18.08
16.502,23.181
16.512,28.281
16.522,21.382
16.532,19.482
16.542,12.583
16.552,21.683
16.562,36.784
16.572,14.884
16.582,12.985
16.592,27.085
16.602,11.186
16.612,30.276
16.622,11.367
16.632,19.457
16.642,15.548
16.652,10.638
16.662,16.724
16.672,7.809
16.682,32.879
16.692,23.95
16.702,34.02
16.712,14.09
16.722,38.161
16.732,10.231
16.742,18.302
16.752,17.372
16.762,16.442
16.772,24.513
16.782,11.583
16.792,20.653
16.802,12.724
16.812,26.794
16.822,28.864
16.832,8.9347
16.842,27.005
16.852,28.075
16.862,29.146
16.872,22.216
16.882,28.286
16.892,21.357
16.902,20.427
16.912,26.497
16.922,13.568
16.932,10.638
16.942,24.709
16.952,12.779
16.962,30.849
16.972,35.92
16.982,18.99
16.992,23.06
17.002,17.131
17.012,25.201
17.022,25.271
17.032,21.342
17.042,19.412
17.052,19.482
17.062,23.553
17.072,19.628
17.082,8.7035
17.092,27.769
17.102,9.8342
17.112,21.899
17.122,16.965
17.132,5.0302
17.142,18.075
17.152,25.121
17.162,18.166
17.172,13.211
17.182,15.256
17.192,9.3015
17.202,13.347
17.212,16.407
17.222,18.467
17.232,20.528
17.242,18.588
17.252,22.648
17.262,9.7085
17.272,24.769
17.282,14.829
17.292,15.889
17.302,24.95
17.312,19.01
17.322,17.07
17.332,12.131
17.342,23.191
17.352,17.251
17.362,17.312
17.372,29.372
17.382,21.432
17.392,18.492
17.402,16.553
17.412,11.613
17.422,11.673
17.432,10.734
17.442,17.794
17.452,16.854
17.462,15.915
17.472,4.9749
17.482,7.0251
17.492,10.075
17.502,15.126
